OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityRelativeDepthName,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ProjectName,ActivityConductingOrganizationText,MonitoringLocationIdentifier,MonitoringLocationName,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionMethod/MethodDescriptionText,SampleCollectionEquipmentName,ResultIdentifier,ResultDetectionConditionText,MethodSpeciationName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,DataQuality/PrecisionValue,DataQuality/BiasValue,DataQuality/ConfidenceIntervalValue,DataQuality/UpperConfidenceLimitValue,DataQuality/LowerConfidenceLimitValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,BinaryObjectFileName,BinaryObjectFileTypeCode,ResultFileUrl,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodUrl,ResultAnalyticalMethod/MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,ResultDetectionQuantitationLimitUrl,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,LabSamplePreparationUrl,LastUpdated,ProviderName
USGS-MO,USGS Missouri Water Science Center,nwismo.01.01000450,Sample-Routine,Water,Surface Water,2010-04-06,14:00:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,A-0990154 TPCN VOL FILTERED = 10mL,,Peak stage,Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96 bag sampler,NWIS-82398591,,,Phosphorus,Total,0.421,mg/l as P,,Accepted,,Actual,,,,,,,,,,,00665,,,,,,,,,CL021,USGS,"P, wu, WCA, persulfate CF color",,,"USGS-National Water Quality Lab, Denver, CO",2010-04-28,sample was diluted,,Laboratory Reporting Level,0.008,mg/l as P,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.01000450,Sample-Routine,Water,Surface Water,2010-04-06,14:00:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,A-0990154 TPCN VOL FILTERED = 10mL,,Peak stage,Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96 bag sampler,NWIS-82398592,,,Phosphorus,Dissolved,0.095,mg/l as P,,Accepted,,Actual,,,,,,,,,,,00666,,,,,,,,,CL020,USGS,"P, wf, FCC, persulfate CF color",,,"USGS-National Water Quality Lab, Denver, CO",2010-04-21,,,Laboratory Reporting Level,0.006,mg/l as P,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.01000450,Sample-Routine,Water,Surface Water,2010-04-06,14:00:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,A-0990154 TPCN VOL FILTERED = 10mL,,Peak stage,Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96 bag sampler,NWIS-82398643,,,Nitrogen,Suspended,0.588,mg/l,,Accepted,,Actual,,,,,,,,,,,49570,,,,,,,,,COMB7,USGS,"TPN, GF/F, combusion",,,"USGS-National Water Quality Lab, Denver, CO",2010-05-26,,,Laboratory Reporting Level,0.034,mg/l,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.01001254,Sample-Routine,Water,Surface Water,2010-09-01,09:15:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,A-2510198 TPCN VOL FILTERED = 25mL,,Falling stage,Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96 bag sampler,NWIS-85157576,,,Phosphorus,Total,0.451,mg/l as P,,Accepted,,Actual,,,,,,,,,,,00665,,,,,,,,,CL021,USGS,"P, wu, WCA, persulfate CF color",,,"USGS-National Water Quality Lab, Denver, CO",2010-09-22,sample was diluted,,Laboratory Reporting Level,0.008,mg/l as P,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.01001254,Sample-Routine,Water,Surface Water,2010-09-01,09:15:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,A-2510198 TPCN VOL FILTERED = 25mL,,Falling stage,Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96 bag sampler,NWIS-85157577,,,Phosphorus,Dissolved,0.177,mg/l as P,,Accepted,,Actual,,,,,,,,,,,00666,,,,,,,,,CL020,USGS,"P, wf, FCC, persulfate CF color",,,"USGS-National Water Quality Lab, Denver, CO",2010-09-16,,,Laboratory Reporting Level,0.006,mg/l as P,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.01001254,Sample-Routine,Water,Surface Water,2010-09-01,09:15:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,A-2510198 TPCN VOL FILTERED = 25mL,,Falling stage,Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96 bag sampler,NWIS-85157629,,,Nitrogen,Suspended,0.526,mg/l,,Accepted,,Actual,,,,,,,,,,,49570,,,,,,,,,COMB7,USGS,"TPN, GF/F, combusion",,,"USGS-National Water Quality Lab, Denver, CO",2010-11-16,,,Laboratory Reporting Level,0.034,mg/l,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.01000410,Sample-Routine,Water,Surface Water,2010-03-16,14:15:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,"L-0810047 Lab codes not indicated as add or delete, LC's added, JNV, 3/22/10   Received March 20, 2010..  updated ASR to current date and time per btls recvd, paa, 3/23/10",,"Stable, low stage",Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96 bag sampler,NWIS-82301847,,,Phosphorus,Total,0.86,mg/l as P,,Accepted,,Actual,,,,,,,,,,The parameter 00665 was swapped from labcode 2333 to labcode 2759,00665,,,,,,,,,AKP01,USGS,"Nutrients, wu, WCA,persulfate,CF",,USGS WRI 03-4174,"USGS-National Water Quality Lab, Denver, CO",2010-04-07,result determined by alternate methodsee result laboratory comment,,Laboratory Reporting Level,0.02,mg/l as P,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.01000410,Sample-Routine,Water,Surface Water,2010-03-16,14:15:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,"L-0810047 Lab codes not indicated as add or delete, LC's added, JNV, 3/22/10   Received March 20, 2010..  updated ASR to current date and time per btls recvd, paa, 3/23/10",,"Stable, low stage",Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96 bag sampler,NWIS-82301848,,,Phosphorus,Dissolved,0.101,mg/l as P,,Accepted,,Actual,,,,,,,,,,,00666,,,,,,,,,CL020,USGS,"P, wf, FCC, persulfate CF color",,,"USGS-National Water Quality Lab, Denver, CO",2010-03-30,,,Laboratory Reporting Level,0.006,mg/l as P,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.01000410,Sample-Routine,Water,Surface Water,2010-03-16,14:15:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,"L-0810047 Lab codes not indicated as add or delete, LC's added, JNV, 3/22/10   Received March 20, 2010..  updated ASR to current date and time per btls recvd, paa, 3/23/10",,"Stable, low stage",Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96 bag sampler,NWIS-82301907,,,Nitrogen,Suspended,1.60,mg/l,,Accepted,,Actual,,,,,,,,,,,49570,,,,,,,,,COMB7,USGS,"TPN, GF/F, combusion",,,"USGS-National Water Quality Lab, Denver, CO",2010-04-29,,,Laboratory Reporting Level,0.034,mg/l,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.01100092,Sample-Routine,Water,Surface Water,2010-10-25,15:00:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,A-3020029 TPCN VOL FILTERED = 25mL,,"Stable, low stage",Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96 bag sampler,NWIS-85440993,,,Phosphorus,Total,0.270,mg/l as P,,Accepted,,Actual,,,,,,,,,,,00665,,,,,,,,,CL021,USGS,"P, wu, WCA, persulfate CF color",,,"USGS-National Water Quality Lab, Denver, CO",2010-11-30,sample was diluted,,Long Term Method Detection Level,0.004,mg/l as P,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.01100092,Sample-Routine,Water,Surface Water,2010-10-25,15:00:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,A-3020029 TPCN VOL FILTERED = 25mL,,"Stable, low stage",Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96 bag sampler,NWIS-85440994,,,Phosphorus,Dissolved,0.110,mg/l as P,,Accepted,,Actual,,,,,,,,,,,00666,,,,,,,,,CL020,USGS,"P, wf, FCC, persulfate CF color",,,"USGS-National Water Quality Lab, Denver, CO",2010-11-17,,,Long Term Method Detection Level,0.0030,mg/l as P,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.01100092,Sample-Routine,Water,Surface Water,2010-10-25,15:00:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,A-3020029 TPCN VOL FILTERED = 25mL,,"Stable, low stage",Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96 bag sampler,NWIS-85441046,,,Nitrogen,Suspended,0.404,mg/l,,Accepted,,Actual,,,,,,,,,,,49570,,,,,,,,,COMB7,USGS,"TPN, GF/F, combusion",,,"USGS-National Water Quality Lab, Denver, CO",2010-12-13,,,Long Term Method Detection Level,0.017,mg/l,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.01000306,Sample-Routine,Water,Surface Water,2010-02-24,10:00:00,CST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,"L-0600030 Received February 27, 2010",,Rising stage,Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96 bag sampler,NWIS-82220298,,,Phosphorus,Total,0.299,mg/l as P,,Accepted,,Actual,,,,,,,,,,,00665,,,,,,,,,CL021,USGS,"P, wu, WCA, persulfate CF color",,,"USGS-National Water Quality Lab, Denver, CO",2010-03-10,sample was diluted,,Laboratory Reporting Level,0.008,mg/l as P,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.01000306,Sample-Routine,Water,Surface Water,2010-02-24,10:00:00,CST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,"L-0600030 Received February 27, 2010",,Rising stage,Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96 bag sampler,NWIS-82220299,,,Phosphorus,Dissolved,0.099,mg/l as P,,Accepted,,Actual,,,,,,,,,,,00666,,,,,,,,,CL020,USGS,"P, wf, FCC, persulfate CF color",,,"USGS-National Water Quality Lab, Denver, CO",2010-03-10,,,Laboratory Reporting Level,0.006,mg/l as P,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.01000306,Sample-Routine,Water,Surface Water,2010-02-24,10:00:00,CST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,"L-0600030 Received February 27, 2010",,Rising stage,Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96 bag sampler,NWIS-82220358,,,Nitrogen,Suspended,0.213,mg/l,,Accepted,,Actual,,,,,,,,,,,49570,,,,,,,,,COMB7,USGS,"TPN, GF/F, combusion",,,"USGS-National Water Quality Lab, Denver, CO",2010-04-13,,,Laboratory Reporting Level,0.034,mg/l,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.01000668,Sample-Routine,Water,Surface Water,2010-06-22,14:30:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,A-1760043 TPCN VOL FILTERED = 10mL,,Rising stage,Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96 bag sampler,NWIS-84654884,,,Phosphorus,Total,0.615,mg/l as P,,Accepted,,Actual,,,,,,,,,,,00665,,,,,,,,,CL021,USGS,"P, wu, WCA, persulfate CF color",,,"USGS-National Water Quality Lab, Denver, CO",2010-07-21,sample was diluted,,Laboratory Reporting Level,0.008,mg/l as P,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.01000668,Sample-Routine,Water,Surface Water,2010-06-22,14:30:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,A-1760043 TPCN VOL FILTERED = 10mL,,Rising stage,Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96 bag sampler,NWIS-84654885,,,Phosphorus,Dissolved,0.117,mg/l as P,,Accepted,,Actual,,,,,,,,,,,00666,,,,,,,,,CL020,USGS,"P, wf, FCC, persulfate CF color",,,"USGS-National Water Quality Lab, Denver, CO",2010-06-30,,,Laboratory Reporting Level,0.006,mg/l as P,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.01000668,Sample-Routine,Water,Surface Water,2010-06-22,14:30:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,A-1760043 TPCN VOL FILTERED = 10mL,,Rising stage,Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96 bag sampler,NWIS-84654939,,,Nitrogen,Suspended,1.10,mg/l,,Accepted,,Actual,,,,,,,,,,,49570,,,,,,,,,COMB7,USGS,"TPN, GF/F, combusion",,,"USGS-National Water Quality Lab, Denver, CO",2010-08-24,,,Laboratory Reporting Level,0.034,mg/l,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.01000727,Sample-Routine,Water,Surface Water,2010-07-20,09:20:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,A-2040134 TPCN VOL FILTERED = 10mL,,Falling stage,Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96 bag sampler,NWIS-84875081,,,Phosphorus,Total,0.525,mg/l as P,,Accepted,,Actual,,,,,,,,,,,00665,,,,,,,,,CL021,USGS,"P, wu, WCA, persulfate CF color",,,"USGS-National Water Quality Lab, Denver, CO",2010-08-10,sample was diluted,,Laboratory Reporting Level,0.008,mg/l as P,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.01000727,Sample-Routine,Water,Surface Water,2010-07-20,09:20:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,A-2040134 TPCN VOL FILTERED = 10mL,,Falling stage,Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96 bag sampler,NWIS-84875082,,,Phosphorus,Dissolved,0.157,mg/l as P,,Accepted,,Actual,,,,,,,,,,,00666,,,,,,,,,CL020,USGS,"P, wf, FCC, persulfate CF color",,,"USGS-National Water Quality Lab, Denver, CO",2010-08-04,,,Laboratory Reporting Level,0.006,mg/l as P,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.01000727,Sample-Routine,Water,Surface Water,2010-07-20,09:20:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,A-2040134 TPCN VOL FILTERED = 10mL,,Falling stage,Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96 bag sampler,NWIS-84875135,,,Nitrogen,Suspended,0.890,mg/l,,Accepted,,Actual,,,,,,,,,,,49570,,,,,,,,,COMB7,USGS,"TPN, GF/F, combusion",,,"USGS-National Water Quality Lab, Denver, CO",2010-09-08,,,Laboratory Reporting Level,0.034,mg/l,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.01001048,Sample-Routine,Water,Surface Water,2010-08-11,09:10:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,"L-2280068 Received August 13, 2010",,Falling stage,Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96 bag sampler,NWIS-85008777,,,Phosphorus,Total,0.463,mg/l as P,,Accepted,,Actual,,,,,,,,,,,00665,,,,,,,,,CL021,USGS,"P, wu, WCA, persulfate CF color",,,"USGS-National Water Quality Lab, Denver, CO",2010-09-01,sample was diluted,,Laboratory Reporting Level,0.008,mg/l as P,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.01001048,Sample-Routine,Water,Surface Water,2010-08-11,09:10:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,"L-2280068 Received August 13, 2010",,Falling stage,Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96 bag sampler,NWIS-85008778,,,Phosphorus,Dissolved,0.173,mg/l as P,,Accepted,,Actual,,,,,,,,,,,00666,,,,,,,,,CL020,USGS,"P, wf, FCC, persulfate CF color",,,"USGS-National Water Quality Lab, Denver, CO",2010-08-18,,,Laboratory Reporting Level,0.006,mg/l as P,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.01001048,Sample-Routine,Water,Surface Water,2010-08-11,09:10:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,"L-2280068 Received August 13, 2010",,Falling stage,Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96 bag sampler,NWIS-85008830,,,Nitrogen,Suspended,0.501,mg/l,,Accepted,,Actual,,,,,,,,,,,49570,,,,,,,,,COMB7,USGS,"TPN, GF/F, combusion",,,"USGS-National Water Quality Lab, Denver, CO",2010-09-30,,,Laboratory Reporting Level,0.034,mg/l,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.01000575,Sample-Routine,Water,Surface Water,2010-05-17,14:20:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey,USGS-07022000,,"L-1440143 Received May 22, 2010",,Rising stage,Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96 bag sampler,NWIS-82642612,,,Phosphorus,Total,0.830,mg/l as P,,Accepted,,Actual,,,,,,,,,,,00665,,,,,,,,,CL021,USGS,"P, wu, WCA, persulfate CF color",,,"USGS-National Water Quality Lab, Denver, CO",2010-06-08,sample was diluted,,Laboratory Reporting Level,0.008,mg/l as P,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.01000575,Sample-Routine,Water,Surface Water,2010-05-17,14:20:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey,USGS-07022000,,"L-1440143 Received May 22, 2010",,Rising stage,Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96 bag sampler,NWIS-82642613,,,Phosphorus,Dissolved,0.081,mg/l as P,,Accepted,,Actual,,,,,,,,,,,00666,,,,,,,,,CL020,USGS,"P, wf, FCC, persulfate CF color",,,"USGS-National Water Quality Lab, Denver, CO",2010-06-09,,,Laboratory Reporting Level,0.006,mg/l as P,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.01000575,Sample-Routine,Water,Surface Water,2010-05-17,14:20:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey,USGS-07022000,,"L-1440143 Received May 22, 2010",,Rising stage,Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96 bag sampler,NWIS-82642666,,,Nitrogen,Suspended,1.27,mg/l,,Accepted,,Actual,,,,,,,,,,,49570,,,,,,,,,COMB7,USGS,"TPN, GF/F, combusion",,,"USGS-National Water Quality Lab, Denver, CO",2010-07-01,,,Laboratory Reporting Level,0.034,mg/l,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.01000635,Sample-Routine,Water,Surface Water,2010-06-08,09:20:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,A-1620120 TPCN VOL FILTERED = 10mL,,Rising stage,Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96 bag sampler,NWIS-82748683,,,Phosphorus,Total,0.597,mg/l as P,,Accepted,,Actual,,,,,,,,,,,00665,,,,,,,,,CL021,USGS,"P, wu, WCA, persulfate CF color",,,"USGS-National Water Quality Lab, Denver, CO",2010-06-17,sample was diluted,,Laboratory Reporting Level,0.008,mg/l as P,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.01000635,Sample-Routine,Water,Surface Water,2010-06-08,09:20:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,A-1620120 TPCN VOL FILTERED = 10mL,,Rising stage,Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96 bag sampler,NWIS-82748684,,,Phosphorus,Dissolved,0.111,mg/l as P,,Accepted,,Actual,,,,,,,,,,,00666,,,,,,,,,CL020,USGS,"P, wf, FCC, persulfate CF color",,,"USGS-National Water Quality Lab, Denver, CO",2010-06-23,,,Laboratory Reporting Level,0.006,mg/l as P,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.01000635,Sample-Routine,Water,Surface Water,2010-06-08,09:20:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,A-1620120 TPCN VOL FILTERED = 10mL,,Rising stage,Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96 bag sampler,NWIS-82748737,,,Nitrogen,Suspended,1.17,mg/l,,Accepted,,Actual,,,,,,,,,,,49570,,,,,,,,,COMB7,USGS,"TPN, GF/F, combusion",,,"USGS-National Water Quality Lab, Denver, CO",2010-07-20,,,Laboratory Reporting Level,0.034,mg/l,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.01100217,Sample-Routine,Water,Surface Water,2010-12-06,16:10:00,CST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,A-3440128 TPCN VOL FILTERED = 25mL,,Falling stage,Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96 bag sampler,NWIS-85580844,,,Phosphorus,Total,0.248,mg/l as P,,Accepted,,Actual,,,,,,,,,,,00665,,,,,,,,,CL021,USGS,"P, wu, WCA, persulfate CF color",,,"USGS-National Water Quality Lab, Denver, CO",2011-01-04,sample was diluted,,Long Term Method Detection Level,0.004,mg/l as P,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.01100217,Sample-Routine,Water,Surface Water,2010-12-06,16:10:00,CST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,A-3440128 TPCN VOL FILTERED = 25mL,,Falling stage,Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96 bag sampler,NWIS-85580845,,,Phosphorus,Dissolved,0.121,mg/l as P,,Accepted,,Actual,,,,,,,,,,,00666,,,,,,,,,CL020,USGS,"P, wf, FCC, persulfate CF color",,,"USGS-National Water Quality Lab, Denver, CO",2011-01-04,,,Long Term Method Detection Level,0.0030,mg/l as P,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.01100217,Sample-Routine,Water,Surface Water,2010-12-06,16:10:00,CST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,A-3440128 TPCN VOL FILTERED = 25mL,,Falling stage,Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96 bag sampler,NWIS-85580897,,,Nitrogen,Suspended,0.360,mg/l,,Accepted,,Actual,,,,,,,,,,,49570,,,,,,,,,COMB7,USGS,"TPN, GF/F, combusion",,,"USGS-National Water Quality Lab, Denver, CO",2011-01-11,,,Long Term Method Detection Level,0.017,mg/l,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.01000491,Sample-Routine,Water,Surface Water,2010-04-21,09:15:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,"L-1160029 Received April 24, 2010",,Falling stage,Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96 bag sampler,NWIS-82460750,,,Phosphorus,Total,0.315,mg/l as P,,Accepted,,Actual,,,,,,,,,,,00665,,,,,,,,,CL021,USGS,"P, wu, WCA, persulfate CF color",,,"USGS-National Water Quality Lab, Denver, CO",2010-05-12,sample was diluted,,Laboratory Reporting Level,0.008,mg/l as P,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.01000491,Sample-Routine,Water,Surface Water,2010-04-21,09:15:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,"L-1160029 Received April 24, 2010",,Falling stage,Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96 bag sampler,NWIS-82460751,,,Phosphorus,Dissolved,0.123,mg/l as P,,Accepted,,Actual,,,,,,,,,,,00666,,,,,,,,,CL020,USGS,"P, wf, FCC, persulfate CF color",,,"USGS-National Water Quality Lab, Denver, CO",2010-05-05,,,Laboratory Reporting Level,0.006,mg/l as P,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.01000491,Sample-Routine,Water,Surface Water,2010-04-21,09:15:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,"L-1160029 Received April 24, 2010",,Falling stage,Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96 bag sampler,NWIS-82460802,,,Nitrogen,Suspended,0.430,mg/l,,Accepted,,Actual,,,,,,,,,,,49570,,,,,,,,,COMB7,USGS,"TPN, GF/F, combusion",,,"USGS-National Water Quality Lab, Denver, CO",2010-06-09,,,Laboratory Reporting Level,0.034,mg/l,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.01000520,Sample-Routine,Water,Surface Water,2010-05-03,14:40:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,"L-1270205 x=DIC received BROKEN..  LC8097 deleted, WSC emailed, paa, 5/8/10",,Falling stage,Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96 bag sampler,NWIS-82560016,,,Phosphorus,Total,0.710,mg/l as P,,Accepted,,Actual,,,,,,,,,,,00665,,,,,,,,,CL021,USGS,"P, wu, WCA, persulfate CF color",,,"USGS-National Water Quality Lab, Denver, CO",2010-05-12,sample was diluted,,Laboratory Reporting Level,0.008,mg/l as P,,,NWIS
